student_id,question_id,knowledge,answer
1289,55,53,0
426,62,17,0
374,84,10,1
596,88,81,0
71,21,63,1
702,16,70,0
340,113,27,0
422,78,41,0
1287,26,57,0
1291,64,48,1
295,88,22,0
1105,96,65,0
363,73,23,0
159,68,36,1
940,69,66,1
833,93,33,0
117,105,21,1
1321,58,2,0
976,22,3,1
395,36,56,1
96,119,2,1
465,114,18,1
126,29,44,1
727,111,8,1
107,109,68,1
795,63,20,1
673,118,35,0
838,3,56,0
1230,2,17,1
526,72,21,0
76,38,63,1
238,92,35,0
899,6,48,1
926,42,20,0
764,73,19,0
440,63,43,0
1099,80,16,0
912,47,12,0
1200,88,30,0
1178,36,75,1
878,30,79,1
1281,70,66,1
1246,52,28,0
363,40,26,1
664,115,36,1
1067,1,12,0
1045,36,85,0
224,60,21,1
1086,37,71,1
80,7,59,1
298,63,9,0
794,60,61,0
951,71,25,0
195,38,57,0
233,29,35,0
263,69,10,1
1189,9,87,0
405,26,19,0
770,109,62,1
90,48,87,0
278,11,22,0
791,87,1,1
1093,21,42,1
1269,120,28,1
815,30,68,0
800,78,3,1
830,38,29,1
724,21,43,1
1271,119,69,0
456,43,63,0
1104,6,4,1
951,81,30,0
158,60,11,0
511,98,22,1
1192,60,90,1
1147,46,43,1
1277,26,7,0
925,109,78,1
1174,86,13,1
264,18,57,1
1314,93,72,1
1009,120,36,1
762,78,90,1
1263,17,42,1
320,102,79,0
627,28,34,1
554,48,31,0
1360,77,43,0
1397,19,43,0
653,6,40,1
326,15,71,1
904,26,36,0
91,75,72,0
284,82,55,0
1296,1,4,0
684,1,49,0
1091,71,30,1
180,64,54,1
1192,29,69,0
516,117,16,0
556,5,54,1
470,64,85,0
635,29,60,0
142,13,73,0
993,72,78,0
258,47,73,1
438,94,58,1
415,102,27,1
206,46,73,0
987,84,27,0
914,45,45,0
686,97,16,0
510,104,63,1
220,45,89,1
1182,110,11,0
697,117,52,1
256,21,86,0
757,106,54,1
1004,62,60,1
346,10,9,1
1129,86,81,0
1063,91,35,0
827,41,60,0
1014,11,55,1
21,36,84,0
207,73,76,1
727,52,4,1
443,78,44,0
615,93,41,0
857,4,77,0
1368,57,64,1
160,15,49,0
152,97,1,0
993,50,33,0
1048,45,75,0
919,11,89,0
938,5,7,0
268,120,18,0
698,110,90,0
1368,75,27,0
505,24,41,1
672,26,34,1
985,84,48,0
732,74,24,0
1068,112,85,0
583,42,66,1
894,115,73,0
390,95,18,0
711,4,18,0
875,34,12,1
185,58,38,1
1261,93,90,1
1278,44,70,1
4,8,73,0
144,76,89,0
118,52,75,1
942,95,2,0
1357,17,46,0
651,103,62,0
55,34,73,1
1014,29,44,0
233,111,86,1
319,100,90,1
159,41,22,1
1178,69,90,1
649,2,66,1
1078,6,29,0
1117,92,81,1
184,6,74,0
934,94,80,0
1026,112,89,0
85,8,10,1
464,78,55,1
1094,7,58,1
606,80,14,1
403,116,39,0
1049,2,54,0
1301,14,88,0
1265,11,22,0
978,15,46,0
19,73,15,1
87,65,13,1
906,81,15,0
335,85,73,0
798,55,77,0
716,13,81,1
724,1,80,1
38,43,77,1
1062,57,68,0
1067,58,87,0
497,91,83,1
170,27,60,1
1257,55,10,1
1109,31,4,1
1232,31,61,1
1290,94,26,1
992,9,3,1
238,23,26,0
1216,14,4,1
383,7,23,0
943,33,15,0
1117,56,77,1
919,88,37,0
991,102,31,1
1355,49,10,1
213,91,19,0
1115,57,7,1
127,119,78,1
1121,22,71,0
396,15,10,1
1206,111,7,0
1380,64,65,0
1396,120,38,1
1065,59,13,1
892,94,60,1
505,59,68,1
937,32,56,1
408,67,15,1
1185,48,3,1
420,107,58,1
1031,98,9,1
284,39,34,0
1212,70,44,0
392,24,72,1
66,59,59,0
740,35,43,0
651,68,44,0
339,49,3,1
814,109,56,0
1212,1,44,0
167,89,65,1
339,37,34,0
1367,65,18,1
670,81,15,0
7,43,57,0
262,112,75,1
92,38,64,1
742,68,21,0
1209,37,39,1
75,22,49,0
920,78,89,0
297,115,50,1
240,49,40,1
166,93,82,1
1006,13,38,1
718,59,36,1
340,43,33,0
649,50,53,0
1288,37,37,0
41,84,83,1
4,81,12,0
1266,69,84,1
435,113,34,1
1226,7,65,1
1027,56,54,1
1140,15,61,0
797,12,37,0
834,23,25,1
245,1,46,1
286,69,5,0
595,16,42,1
920,36,6,0
693,88,45,0
244,5,76,0
340,16,33,0
557,51,80,1
306,70,31,0
295,101,73,0
762,89,46,1
1078,23,32,1
444,22,88,0
1173,80,3,1
594,29,39,1
528,29,43,0
862,75,80,1
1396,7,60,1
1043,49,22,1
1350,25,21,1
502,106,66,0
1029,17,26,0
1159,52,31,0
122,66,40,0
1266,67,18,0
559,63,64,0
1046,13,66,0
234,86,59,1
353,63,74,0
967,47,63,0
1170,69,10,1
540,8,22,0
880,37,51,0
833,85,49,0
950,84,29,0
865,3,80,0
561,32,90,0
619,45,2,0
654,39,28,1
1336,112,15,1
1269,39,68,0
158,47,58,1
959,14,42,1
95,28,61,0
608,71,19,0
1396,17,62,1
1218,9,41,0
1182,17,54,0
267,27,11,1
454,114,54,0
37,119,27,0
271,99,74,1
794,35,40,1
1385,9,61,1
1234,104,34,0
944,24,19,0
1261,94,61,1
1236,112,55,1
1051,24,29,1
1133,70,48,0
692,92,67,0
436,49,2,1
214,107,78,0
725,100,13,1
1366,4,69,1
323,13,89,1
168,115,14,1
1341,107,73,1
899,34,20,1
687,11,59,0
1360,44,3,1
1014,34,88,0
889,5,24,1
192,23,39,0
440,88,21,0
1384,104,27,0
1357,86,35,0
1272,70,47,0
971,101,19,1
607,9,27,1
148,31,54,0
1322,88,64,1
1229,61,33,0
642,5,68,0
897,97,21,1
78,81,36,0
712,15,45,0
2,46,30,0
350,67,8,1
916,49,51,0
1040,47,30,0
201,46,28,1
503,35,64,1
1292,117,24,1
993,54,34,1
104,7,72,0
585,9,61,0
1200,9,72,1
412,35,85,0
636,86,6,0
244,83,18,0
828,11,78,0
258,36,52,0
361,26,18,1
427,114,82,1
250,75,25,1
1195,55,85,1
947,108,7,1
1218,9,30,0
630,81,29,0
323,113,34,0
379,97,12,0
585,50,23,0
883,23,53,0
774,73,43,1
1281,26,17,1
1366,83,87,0
643,32,38,0
1349,27,73,1
34,100,24,1
374,51,28,0
636,102,36,0
597,64,9,1
650,11,52,1
542,18,38,1
174,17,14,0
809,16,5,1
697,89,19,0
1199,79,53,0
391,4,3,0
195,76,11,1
514,80,69,1
14,36,87,0
762,120,87,1
246,55,35,1
586,80,51,0
839,7,3,0
185,46,32,1
1014,74,7,1
43,117,78,1
563,44,16,1
1248,115,46,1
789,4,77,0
823,47,67,1
237,53,30,1
793,35,80,0
233,10,38,1
614,57,67,0
765,3,28,1
411,48,31,0
1257,12,25,0
1297,117,3,1
30,15,76,0
293,4,54,0
528,21,30,1
151,108,58,0
1031,65,85,1
1132,34,18,1
502,90,56,1
1390,103,52,1
938,109,35,0
339,106,7,1
54,64,13,1
588,56,12,1
768,74,20,0
430,15,66,0
1340,41,82,0
1366,3,31,0
1013,49,74,1
814,5,33,0
162,49,15,1
448,90,42,0
540,88,77,1
848,51,9,0
725,10,18,1
243,99,69,0
583,62,69,0
973,108,50,0
133,20,71,1
245,95,76,1
1317,19,63,1
1387,37,26,1
232,36,55,1
964,103,66,1
834,74,18,0
848,106,33,0
1368,83,36,0
35,71,28,0
600,22,56,0
49,33,37,1
1240,49,21,0
231,6,90,0
1252,37,36,1
337,89,80,0
51,64,13,1
667,15,49,0
375,42,88,1
1256,97,67,1
1065,77,8,1
1347,56,88,0
512,30,48,0
1402,11,32,1
1150,110,15,1
112,97,42,0
1039,96,25,0
461,118,71,1
742,111,69,0
200,97,49,1
925,80,46,0
123,84,23,0
126,115,52,0
54,87,71,1
626,7,76,1
996,23,32,1
1257,21,5,0
1080,118,78,0
717,119,51,1
733,29,10,0
78,113,10,1
1279,96,18,0
1143,101,37,1
1210,47,47,0
1047,75,86,1
590,70,63,0
906,88,33,0
1312,59,5,1
301,50,37,1
396,32,55,0
1377,72,30,1
415,18,11,1
1297,82,7,0
482,110,30,1
78,90,17,0
790,77,17,0
363,42,10,0
1280,26,10,0
668,116,86,0
201,109,55,1
252,92,43,0
1265,111,24,1
187,17,6,0
970,114,38,0
773,81,37,0
276,95,46,1
201,81,25,1
1237,34,9,1
528,16,82,1
811,77,77,1
1333,12,19,1
998,118,26,1
572,89,32,0
1109,3,90,1
1387,27,62,1
917,36,14,1
594,83,23,0
503,59,27,1
551,81,80,0
85,92,88,1
586,39,8,0
355,89,48,1
393,7,50,0
499,47,84,1
1120,25,50,1
155,88,15,1
925,14,66,0
1357,109,56,1
1196,21,17,0
408,34,28,0
269,21,51,0
1209,24,58,1
1129,75,10,0
371,80,14,0
787,46,32,1
773,98,6,1
475,119,1,0
987,119,22,0
819,85,5,0
682,74,71,0
542,65,85,0
437,75,49,0
1199,77,19,0
931,65,46,0
1312,11,20,1
8,114,46,1
1370,26,63,1
1127,16,49,1
169,44,14,1
143,28,85,0
1338,1,36,1
1380,43,40,1
428,36,73,1
532,14,72,0
390,41,45,0
405,86,30,1
148,74,3,0
1021,9,73,1
573,77,55,0
647,26,52,1
946,3,35,1
1387,25,40,0
128,70,83,0
725,74,27,0
1011,31,17,1
746,102,27,0
1066,79,82,1
950,63,37,1
68,6,27,0
151,84,50,0
298,109,81,0
489,7,74,1
1044,112,78,1
86,81,44,1
935,78,22,0
870,94,21,1
940,40,26,0
1286,21,74,0
1146,58,50,0
527,28,84,1
1232,49,22,1
471,34,64,0
1148,106,60,1
806,62,17,0
1386,79,32,1
1255,87,18,1
221,70,38,1
1056,77,78,1
1401,91,32,1
264,64,47,1
147,93,39,1
1145,19,73,1
1275,104,23,1
71,46,61,0
1218,55,31,0
281,43,20,0
750,55,46,0
32,104,48,1
942,1,82,0
381,89,25,1
1159,24,30,0
240,119,28,1
706,1,84,0
1088,24,51,0
132,115,26,1
965,71,46,0
1135,79,14,0
737,94,21,1
282,46,68,0
580,86,55,0
698,2,3,0
490,26,26,1
250,33,31,0
177,81,50,1
209,20,37,0
942,87,54,1
796,114,88,1
147,51,10,1
92,17,88,1
893,38,80,1
498,118,21,0
1274,62,79,0
1394,46,32,0
858,31,35,0
1278,100,62,0
1387,7,72,1
1001,18,30,1
402,31,6,0
61,50,22,0
102,29,45,0
1063,84,48,1
627,66,2,0
1019,116,49,1
33,1,88,0
3,39,88,0
497,13,5,0
697,95,22,1
732,41,73,1
623,93,36,0
212,92,18,1
250,104,55,1
793,118,21,0
47,61,78,1
132,1,35,0
80,100,65,0
283,10,58,1
452,46,80,1
811,75,9,1
326,97,84,0
422,120,35,0
881,112,77,1
1333,21,26,1
831,55,9,1
497,98,19,0
679,15,45,0
299,24,17,0
543,6,36,0
73,64,66,0
429,115,38,1
15,110,4,0
656,68,2,1
1392,107,11,0
415,79,49,0
714,92,48,1
724,4,38,0
1244,19,41,1
71,36,83,0
403,102,58,1
91,87,78,1
748,95,60,0
1030,62,25,1
1123,52,7,1
999,60,12,1
849,108,72,0
835,46,60,0
1168,114,81,0
888,8,65,1
465,11,9,0
385,30,30,0
934,97,72,0
1005,89,55,1
1097,10,61,0
454,111,57,0
410,2,46,1
871,42,33,0
1331,13,86,0
1350,80,36,0
1346,96,57,0
558,12,26,1
1063,28,69,0
153,54,75,1
1229,19,18,1
478,95,63,0
160,93,7,0
1077,81,86,0
627,11,68,0
965,9,48,0
422,113,87,0
1217,34,10,0
347,27,60,0
32,100,85,0
927,45,18,1
355,27,5,1
454,91,44,0
870,36,80,0
1339,33,48,1
1073,55,82,0
724,49,20,1
707,2,75,1
478,60,33,1
1207,37,45,1
903,83,2,0
1031,113,15,0
650,12,57,0
1354,24,44,1
573,57,38,0
407,44,56,0
264,117,46,1
1186,83,53,1
1194,94,52,0
612,7,42,0
311,42,64,0
7,64,28,1
113,105,50,1
847,104,65,0
433,120,14,1
841,24,46,1
970,56,38,0
958,114,21,0
1182,1,11,1
1273,82,28,0
1060,77,70,1
1372,114,66,1
1139,75,86,0
820,6,15,0
11,50,45,1
616,89,24,0
773,47,2,0
1176,48,84,0
567,31,29,0
834,20,77,1
407,114,11,1
299,1,74,0
69,50,45,1
1115,28,67,0
865,26,29,1
300,80,39,1
932,78,56,1
545,19,28,1
996,112,77,1
756,117,60,0
15,86,67,0
1040,5,56,1
1004,98,50,0
316,14,11,1
1015,114,71,1
288,89,26,1
967,57,87,0
818,45,66,0
545,38,6,0
932,77,36,1
1224,8,11,1
195,64,44,1
997,57,35,1
825,27,31,0
719,75,72,1
678,74,68,1
38,57,10,1
698,1,42,0
790,9,29,1
350,120,81,0
357,61,28,0
488,111,51,1
941,102,3,1
372,59,43,1
1036,64,38,1
43,120,29,1
899,90,71,0
1208,41,9,1
872,116,60,1
91,55,75,1
598,10,24,1
1301,19,77,0
997,12,74,0
382,22,54,1
1229,79,58,0
1148,114,82,1
367,93,2,1
308,38,32,1
723,119,56,1
938,27,20,0
128,113,33,1
381,57,3,0
417,34,27,1
1200,16,12,1
437,18,56,0
20,112,21,0
151,87,29,1
6,72,45,0
797,112,6,0
1163,12,57,0
557,47,69,1
642,58,88,1
779,22,58,1
568,34,60,1
456,52,49,0
671,103,59,0
714,105,81,1
208,24,84,1
640,50,68,0
874,8,12,0
968,2,73,0
441,23,83,0
1178,65,14,1
272,118,39,1
837,108,58,1
697,35,87,1
1121,62,22,1
979,93,46,0
208,16,38,1
134,111,38,1
995,115,83,1
488,49,74,1
674,87,41,1
244,2,62,0
263,65,32,0
102,47,60,1
758,48,78,1
1233,63,68,1
657,67,37,1
814,4,27,0
1207,101,57,0
813,40,21,0
1112,47,59,1
816,43,24,0
842,27,85,1
1133,29,62,0
54,49,20,0
330,71,67,0
65,87,84,0
494,25,38,0
851,8,28,1
1203,20,24,0
622,24,19,0
31,96,77,1
965,46,48,1
474,33,7,0
456,28,3,0
1118,55,26,1
937,107,70,0
742,31,74,0
1002,13,41,1
710,88,60,1
898,63,51,1
18,84,63,1
656,38,76,0
1085,67,20,1
353,26,51,1
465,29,82,0
1195,43,54,0
618,95,43,1
1204,50,90,0
196,61,1,0
454,52,88,1
213,46,33,0
569,86,18,1
1033,73,79,0
797,105,2,0
865,118,36,0
757,40,46,1
778,58,80,1
1192,93,7,1
934,25,16,0
1129,114,81,0
619,109,72,0
815,76,73,0
966,68,56,0
939,106,12,1
736,48,35,0
1178,110,48,1
224,76,53,1
1142,83,23,1
579,44,89,1
445,108,55,0
1032,45,81,1
815,31,47,0
705,84,69,0
128,39,46,0
1256,70,36,1
1249,98,25,0
3,44,38,1
78,1,22,1
178,73,64,0
1243,14,82,1
8,104,17,1
708,34,25,0
935,116,17,0
1238,97,14,1
61,113,60,0
376,38,53,0
89,30,3,0
931,18,44,1
1052,83,65,0
897,113,44,0
399,35,74,1
1030,8,26,0
311,30,61,0
931,102,46,0
183,24,24,1
1226,104,4,1
1128,86,49,0
575,14,76,0
449,2,59,0
418,4,79,1
734,77,33,0
887,56,1,0
51,32,69,1
300,39,55,0
1353,69,18,0
1176,98,67,0
859,17,72,1
433,93,52,1
232,74,66,0
1079,25,48,1
1088,73,47,0
34,45,20,0
573,12,87,1
830,45,49,0
785,39,59,0
754,110,76,0
398,57,73,1
595,103,23,0
325,89,38,1
62,2,28,1
286,27,74,1
748,12,85,1
329,46,88,1
221,12,71,1
1091,17,87,1
582,10,48,0
99,72,1,1
1336,57,40,0
792,3,4,0
166,27,30,1
947,46,51,1
1105,74,82,1
909,56,24,1
874,115,86,0
902,96,57,0
1224,111,17,0
9,97,57,0
788,25,16,0
178,21,78,1
861,21,85,0
538,59,58,1
346,50,66,1
239,85,30,1
498,16,60,1
412,72,64,0
1208,58,64,0
435,89,63,0
495,100,29,0
555,107,22,1
1133,65,33,0
43,66,36,0
574,113,62,1
157,31,81,1
1362,91,48,0
85,71,4,1
257,5,7,1
591,69,6,1
882,10,53,0
1089,25,83,0
1021,83,62,1
293,64,56,1
112,56,37,0
187,120,40,1
924,9,54,1
1019,60,24,0
1168,90,28,0
947,81,45,1
677,13,75,0
1010,107,1,1
116,44,17,0
469,89,47,1
329,58,35,1
1222,42,41,1
1283,35,24,0
277,9,35,0
15,109,8,0
294,18,88,1
478,5,84,0
322,31,60,0
105,115,87,0
1191,22,90,0
1051,16,85,0
364,87,2,1
1374,17,44,0
867,112,84,1
1166,111,68,0
571,69,29,0
894,30,71,1
74,105,86,0
988,110,87,1
978,119,4,0
1319,28,58,1
1234,37,21,0
1357,20,45,1
4,96,71,1
949,79,10,0
216,100,82,1
1376,106,44,0
31,60,45,0
603,74,23,0
1313,94,50,1
1104,66,36,0
988,92,87,0
1381,5,24,1
439,75,85,0
823,65,72,1
1042,110,86,1
780,52,35,1
425,118,33,1
257,67,16,1
351,6,69,0
847,113,79,0
1315,67,83,1
112,39,27,0
180,21,63,1
1259,24,69,1
147,106,40,1
826,3,24,1
833,7,16,0
714,17,86,1
641,119,18,1
843,69,36,1
120,27,54,1
1390,117,71,0
1207,39,71,0
100,107,72,1
448,92,80,0
1009,38,23,0
279,108,27,1
901,67,82,1
424,73,67,0
1372,68,7,1
618,50,90,0
1074,49,42,1
591,44,62,0
1336,63,88,0
903,28,11,1
175,116,10,0
849,25,79,1
1330,29,43,1
397,29,30,0
3,57,9,0
119,51,66,0
852,43,12,1
287,110,66,0
1056,91,27,0
557,27,19,0
563,112,40,0
379,77,68,0
163,40,31,1
43,45,77,0
638,16,12,0
1170,25,43,1
1388,56,4,0
144,58,85,1
1001,71,11,0
1371,110,5,1
914,9,60,0
756,116,13,0
1179,90,39,1
506,22,63,0
1380,49,89,1
907,79,45,0
1375,29,34,0
663,90,87,1
974,25,22,1
414,74,18,1
130,82,44,0
1077,62,80,0
166,102,89,1
731,43,80,0
657,30,34,1
78,55,8,0
592,10,44,0
1077,44,57,0
1172,18,3,1
541,12,52,0
1272,43,60,1
157,14,17,0
1050,98,73,1
338,87,11,1
1255,115,3,1
424,36,13,1
824,84,20,1
913,9,32,1
302,5,21,0
153,34,36,0
215,31,82,0
1028,116,20,0
135,44,43,1
38,119,16,0
366,30,16,1
111,71,18,0
1178,101,38,0
829,81,80,1
1238,85,67,0
685,28,4,0
582,114,58,1
990,113,57,0
704,67,59,0
329,73,79,0
695,110,48,1
518,72,43,1
367,5,59,1
446,43,24,0
490,88,43,0
88,46,1,1
1385,118,31,1
46,76,40,1
269,39,28,1
851,6,22,1
337,120,27,1
845,83,3,0
63,59,73,1
1088,51,27,1
20,52,66,1
888,2,25,1
973,37,63,0
1048,62,23,0
21,47,76,0
286,4,11,1
810,28,4,1
977,87,12,1
410,25,76,0
845,44,17,0
211,89,70,1
617,57,33,1
308,55,48,0
631,120,81,0
399,49,28,0
743,80,22,0
495,85,16,0
288,52,24,1
302,20,23,1
1213,20,83,1
834,11,56,0
34,9,81,1
571,32,66,0
1026,73,51,0
34,60,53,0
1365,93,5,1
439,9,77,1
212,62,3,1
250,81,13,1
1233,75,56,1
779,29,50,0
686,11,75,0
535,87,16,1
744,110,16,0
672,48,75,1
476,97,60,0
415,95,84,0
288,49,70,1
682,97,2,0
1179,23,21,0
553,1,51,1
479,97,79,1
43,87,7,0
1125,75,42,1
1100,19,35,0
132,52,64,1
1148,42,7,1
543,117,11,0
551,98,41,0
1392,69,17,0
49,39,79,1
206,6,80,1
993,47,22,1
585,32,34,0
470,25,56,0
278,114,85,1
814,62,34,0
1270,63,86,1
701,4,51,1
103,102,34,1
257,7,80,0
6,43,71,0
377,5,16,1
618,8,15,1
406,26,89,1
56,85,90,1
337,72,16,1
780,64,81,0
698,49,5,0
225,116,81,1
171,25,54,0
617,62,67,1
526,79,72,0
1011,34,47,0
1248,73,61,1
310,116,27,1
274,24,1,1
1257,26,30,1
217,97,56,1
848,21,11,0
334,78,82,0
88,83,44,1
435,9,58,0
232,84,60,0
342,44,54,1
395,39,37,0
880,100,55,1
1115,2,32,1
678,113,36,1
1055,62,46,1
1081,31,52,0
1218,62,23,1
887,4,3,0
1181,53,74,0
280,62,32,0
643,41,6,1
1267,8,48,1
998,14,49,1
1253,49,12,1
94,79,50,0
490,22,82,0
1334,6,80,1
93,68,1,1
1013,109,43,0
433,119,69,1
1343,22,1,1
91,52,23,1
989,18,34,1
1096,117,54,1
1173,107,30,1
897,81,86,0
377,52,57,0
658,45,32,0
1244,7,33,1
1026,33,29,0
1160,79,24,0
478,42,65,0
62,113,29,0
763,27,88,0
656,80,38,0
618,58,30,1
1340,105,50,1
78,12,90,0
411,112,38,1
349,64,80,1
1172,111,60,0
30,106,26,0
1241,2,67,1
1253,94,24,0
845,99,18,0
843,30,56,0
151,31,60,0
725,3,11,0
133,25,60,1
1018,59,48,0
824,37,89,1
1127,71,25,0
382,90,88,0
729,100,85,0
1387,57,26,0
412,17,41,0
811,36,11,0
616,54,13,1
73,8,7,1
791,99,76,1
5,23,7,0
994,27,40,0
1298,2,11,1
1264,51,7,1
1276,79,73,1
1013,18,5,1
713,22,47,0
408,60,3,1
995,29,36,1
1398,103,72,1
628,76,16,1
223,38,79,1
1328,14,33,1
606,49,83,1
8,109,63,1
1281,41,29,0
1365,64,17,1
1392,60,30,0
229,5,60,0
1037,49,9,0
432,41,51,1
1038,34,17,1
245,85,82,0
1397,47,7,0
1062,108,63,0
357,40,21,1
723,95,2,0
544,74,51,1
1258,25,66,0
933,73,4,1
726,28,56,1
767,64,57,1
1076,28,70,1
76,118,31,1
1183,12,2,0
853,42,50,1
973,44,7,0
1091,105,27,0
860,82,86,0
767,33,49,0
975,32,36,1
59,78,26,1
12,45,78,0
565,13,38,0
978,5,50,1
454,22,9,1
1036,56,68,0
594,87,47,1
1218,70,40,1
583,73,79,0
633,62,68,0
1027,78,12,0
459,51,19,0
1354,12,81,1
891,40,26,1
171,92,67,1
1175,69,50,1
780,10,34,0
493,2,34,1
241,3,5,0
544,75,14,1
1271,80,52,1
765,78,73,1
598,97,71,0
24,108,4,0
1056,109,78,0
938,120,46,1
180,94,79,0
949,89,16,0
703,58,38,0
560,7,61,1
833,77,2,0
1368,107,62,1
1218,94,10,1
595,32,51,0
1008,96,14,0
1180,114,64,0
37,24,22,0
1113,26,11,1
833,24,11,1
279,61,39,0
37,26,58,0
534,68,12,0
384,5,70,1
140,48,35,0
569,76,43,1
991,85,35,1
554,45,83,1
241,35,33,0
516,59,2,1
1110,113,35,1
535,100,55,1
103,119,44,0
416,24,55,1
713,10,80,1
1132,73,37,1
212,34,66,0
605,5,80,0
1259,12,37,1
1266,59,5,0
733,3,37,0
1353,52,75,0
582,60,53,1
1002,97,8,0
248,67,55,1
853,60,24,0
1178,105,65,0
882,90,2,0
330,24,63,0
524,60,66,0
402,41,72,1
958,79,17,0
677,70,33,0
137,118,50,1
188,32,16,1
1398,64,23,0
687,23,83,1
178,36,25,0
734,78,75,1
450,40,6,0
1393,85,32,1
721,96,21,0
222,109,17,0
1099,30,9,1
695,18,70,0
1268,88,23,1
28,36,36,0
1196,54,33,1
1241,6,27,0
512,115,20,0
607,96,66,0
219,29,85,0
1398,7,83,1
509,86,27,1
680,49,31,1
184,66,30,1
978,37,30,0
1202,75,36,1
264,65,21,1
969,98,19,0
300,15,75,0
1170,70,71,0
733,64,66,0
1194,92,44,1
279,9,57,0
611,54,21,0
222,3,47,1
221,25,27,0
222,101,24,0
982,114,87,1
442,99,52,0
418,35,72,0
603,71,65,0
418,59,5,0
1148,116,8,1
104,98,68,0
496,88,26,1
568,93,8,1
1106,61,10,0
1138,47,47,0
121,54,23,1
1132,19,56,1
832,97,78,1
568,25,48,1
974,69,86,1
142,27,18,0
1069,103,78,1
302,53,69,1
575,69,83,1
974,103,73,1
794,30,19,1
1179,85,49,1
176,41,68,1
231,101,34,0
563,106,10,1
145,4,2,0
1249,8,8,0
548,36,5,1
132,102,48,1
880,107,64,1
1183,76,53,0
767,46,89,0
769,3,59,1
446,105,43,0
389,65,86,1
142,66,8,0
525,3,42,0
517,48,42,1
467,38,7,0
921,40,67,1
323,108,71,0
1135,64,20,0
51,114,61,1
282,100,4,0
314,80,46,0
637,104,88,0
666,107,63,0
398,90,1,1
1216,2,12,0
856,61,1,0
731,100,24,1
976,30,62,0
1235,31,33,0
152,41,81,1
594,44,87,0
729,80,28,0
1270,2,38,0
222,20,50,1
1240,26,29,0
333,50,75,0
775,6,3,1
1227,118,71,1
541,115,1,1
1179,84,12,0
357,108,90,0
695,10,58,0
1255,16,79,0
1199,101,28,1
649,94,78,0
534,32,10,1
1294,16,58,0
866,19,33,1
895,106,64,0
631,61,87,0
735,28,4,0
1216,48,69,1
223,27,24,0
713,113,80,1
125,31,66,1
496,35,65,0
796,31,54,1
52,93,32,0
257,1,30,1
1117,20,32,1
647,64,86,1
874,22,56,0
273,116,52,0
1136,101,32,0
1289,68,4,1
1156,17,70,0
758,87,62,1
776,14,28,1
667,19,4,0
309,55,31,1
941,56,7,1
1129,88,47,0
302,45,65,1
375,90,67,0
34,66,30,1
735,120,42,1
516,59,12,0
1180,15,77,0
1272,1,37,0
85,88,10,0
575,72,5,0
1012,59,3,0
490,100,90,0
1153,10,58,0
1396,105,77,1
958,65,7,0
295,23,27,1
1026,20,11,1
995,45,25,0
1358,15,65,0
396,63,48,0
352,48,86,1
479,50,1,1
383,69,73,0
402,26,45,0
1152,36,47,0
499,118,53,0
189,50,43,0
577,41,72,0
1054,7,7,1
1050,8,57,0
1216,80,36,1
104,107,59,0
639,24,29,0
1345,33,52,0
123,60,32,0
362,40,40,1
575,82,72,1
101,76,68,1
760,85,65,1
1116,39,33,0
114,86,31,0
490,50,66,1
1099,64,13,0
425,119,34,1
79,52,15,0
358,37,77,0
1261,17,72,1
529,66,20,0
24,93,52,0
114,11,50,0
360,26,38,1
1065,97,66,1
357,67,45,0
1253,16,2,0
393,116,55,1
135,41,81,0
1318,55,18,1
1256,1,81,0
108,80,38,1
634,86,89,0
1198,97,19,1
1249,75,73,0
1277,20,87,1
244,113,76,1
719,79,69,1
718,58,54,1
831,53,73,0
173,5,66,1
938,93,29,1
36,14,12,1
1151,67,33,1
646,98,60,1
173,33,64,1
1370,100,10,1
1123,81,83,0
1213,103,75,1
137,87,37,0
651,66,34,0
3,64,18,1
1143,28,45,0
223,31,79,0
8,108,7,0
283,4,12,0
234,59,13,1
1132,12,71,0
497,49,66,1
319,74,56,0
1161,37,90,0
1221,86,18,1
1366,67,50,1
1079,56,80,1
592,54,62,1
992,15,55,0
455,18,53,1
582,117,46,1
425,50,54,0
402,13,60,0
1399,83,88,0
370,10,7,1
282,85,54,0
384,77,5,1
418,20,59,0
409,2,48,0
663,54,86,0
544,18,2,0
512,38,2,1
1120,114,2,1
7,109,84,1
934,36,83,0
190,113,9,0
482,79,13,0
374,33,81,1
1214,54,75,1
791,59,44,1
608,61,45,0
550,106,67,1
1331,13,27,0
1333,107,13,1
646,80,35,0
763,111,68,1
1078,17,19,1
129,97,76,0
1204,63,17,0
973,60,67,1
210,94,48,1
696,77,83,1
638,4,65,0
192,71,72,1
849,77,33,0
1292,57,89,1
5,67,69,0
803,91,59,1
508,57,23,1
878,89,15,1
808,87,55,1
449,66,87,0
655,9,60,1
1029,88,74,0
712,117,54,1
787,60,64,1
1258,4,66,0
183,62,74,0
530,31,17,0
1154,74,3,1
54,1,87,0
180,88,39,0
939,113,5,1
264,65,26,1
417,39,21,1
1376,119,58,0
720,96,34,0
431,66,24,0
228,110,4,1
1183,42,78,0
1253,14,57,0
567,90,23,1
1303,63,26,1
71,52,26,1
913,68,50,1
305,54,82,1
1215,13,10,0
688,33,82,1
505,25,31,0
1120,24,22,1
736,16,56,1
379,15,83,0
1218,68,5,1
1010,26,76,1
1374,49,42,1
1276,10,64,1
1273,22,21,0
670,101,71,1
811,14,86,0
